Title,Recommended_Title,Type,Genres,Similarity_Score
World of Winx,Yoko and His Friends,Movie,Children & Family Movies,0.164
World of Winx,Tip the Mouse,TV Show,Kids' TV,0.159
World of Winx,Yoko,TV Show,Kids' TV,0.155
World Trade Center,A Dangerous Woman,Movie,"Dramas, Romantic Movies",0.141
World Trade Center,History of Swear Words,TV Show,"Docuseries, TV Comedies",0.12
World Trade Center,Oliver Stone's Untold History of the United States,TV Show,Docuseries,0.112
World Trade Center,Snowden,Movie,"Dramas, Thrillers",0.099
World Trade Center,National Treasure,Movie,"Action & Adventure, Children & Family Movies",0.093
World War II in Colour,Greatest Events of WWII in Colour,TV Show,"British TV Shows, Docuseries, International TV Shows",0.31
World War II in Colour,Churchill’s Secret Agents: The New Recruits,TV Show,"British TV Shows, International TV Shows, Reality TV",0.233
World War II in Colour,Inside the Mind of a Serial Killer,TV Show,"Crime TV Shows, Docuseries",0.23
World War II in Colour,Forces of Nature,TV Show,"British TV Shows, Docuseries, Science & Nature TV",0.214
World War II in Colour,Battlefield Recovery,TV Show,"British TV Shows, Docuseries, Reality TV",0.211
Battle Creek,Deep Undercover Collection,TV Show,"Crime TV Shows, Docuseries",0.109
Battle Creek,Unsolved,TV Show,"Crime TV Shows, TV Dramas",0.105
Battle Creek,Secret City,TV Show,"International TV Shows, TV Dramas, TV Mysteries",0.105
Battle Creek,Colony,TV Show,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",0.097
Battle Creek,Designated Survivor,TV Show,"Crime TV Shows, TV Dramas, TV Thrillers",0.096
World's Busiest Cities,Secrets of Great British Castles,TV Show,"British TV Shows, Docuseries, International TV Shows",0.151
World's Busiest Cities,Life on Location,TV Show,"British TV Shows, Docuseries, Science & Nature TV",0.147
World's Busiest Cities,Operation Gold Rush,TV Show,"British TV Shows, Reality TV",0.122
World's Busiest Cities,Alien Worlds,TV Show,"British TV Shows, Docuseries, International TV Shows",0.118
World's Busiest Cities,I AM A KILLER: RELEASED,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.115
World's Most Wanted,Encounters with Evil,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.258
World's Most Wanted,The Keepers,TV Show,"Crime TV Shows, Docuseries, TV Mysteries",0.242
World's Most Wanted,I AM A KILLER,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.206
World's Most Wanted,I AM A KILLER: RELEASED,TV Show,"British TV Shows, Crime TV Shows, Docuseries",0.2
World's Most Wanted,Killer Ratings,TV Show,"Crime TV Shows, Docuseries, International TV Shows",0.194
World's Weirdest Homes,A Plastic Ocean,Movie,Documentaries,0.091
World's Weirdest Homes,Botched Up Bodies,TV Show,"British TV Shows, Docuseries, International TV Shows",0.09
World's Weirdest Homes,Inst@famous,TV Show,Reality TV,0.087
World's Weirdest Homes,We Are the Champions,TV Show,"Docuseries, Reality TV",0.082
World's Weirdest Homes,Skin Decision: Before and After,TV Show,Reality TV,0.076
Wormwood,The Unknown Known,Movie,Documentaries,0.146
Wormwood,The B-Side: Elsa Dorfman's Portrait Photography,Movie,Documentaries,0.142
Wormwood,The Staircase,TV Show,"Crime TV Shows, Docuseries, TV Mysteries",0.128
Wormwood,K-19: The Widowmaker,Movie,"Action & Adventure, Dramas",0.122
Wormwood,Hitler's Circle of Evil,TV Show,"British TV Shows, Docuseries, International TV Shows",0.119
Would You Rather,Swearnet Live,Movie,"Comedies, International Movies",0.128
Would You Rather,Trailer Park Boys Live at the North Pole,Movie,Movies,0.115
Would You Rather,Trailer Park Boys Live In F**kin' Dublin,Movie,Movies,0.114
Would You Rather,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",Movie,"Comedies, International Movies",0.101
Would You Rather,3022,Movie,"Independent Movies, Sci-Fi & Fantasy, Thrillers",0.1
Wrong Kind of Black,Richard Pryor: Live in Concert,Movie,Stand-Up Comedy,0.174
Wrong Kind of Black,"Big Dreams, Small Spaces",TV Show,"British TV Shows, International TV Shows, Reality TV",0.15
Wrong Kind of Black,Monty Don's Italian Gardens,TV Show,"British TV Shows, Docuseries, International TV Shows",0.143
Wrong Kind of Black,Breath,Movie,"Dramas, Sports Movies",0.105
Wrong Kind of Black,Merlin,TV Show,"British TV Shows, International TV Shows, TV Action & Adventure",0.101
Wrong No.,Zindagi Kitni Haseen Hay,Movie,"Dramas, International Movies, Romantic Movies",0.211
Wrong No.,Janaan,Movie,"Comedies, Dramas, International Movies",0.202
Wrong No.,Teefa in Trouble,Movie,"Action & Adventure, Comedies, International Movies",0.183
Wrong No.,Balu Mahi,Movie,"International Movies, Romantic Movies",0.182
Wrong No.,Moor,Movie,"Dramas, Independent Movies, International Movies",0.146
Wrong Side Raju,Rishta.com,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies",0.089
Wrong Side Raju,Made in China,Movie,"Comedies, Dramas, International Movies",0.089
Wrong Side Raju,Yeh Hai Bakrapur,Movie,"Comedies, Dramas, Independent Movies",0.081
Wrong Side Raju,Kai Po Che!,Movie,"Dramas, International Movies, Sports Movies",0.08
Wrong Side Raju,Humpty Sharma Ki Dulhania,Movie,"Comedies, International Movies, Romantic Movies",0.08
Wu Assassins,The Forbidden Kingdom,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.176
Wu Assassins,Love O2O,Movie,"International Movies, Romantic Movies, Sci-Fi & Fantasy",0.157
Wu Assassins,Tigertail,Movie,Dramas,0.124
Wu Assassins,The Umbrella Academy,TV Show,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy",0.116
Wu Assassins,"Wait, My Youth",TV Show,"International TV Shows, Romantic TV Shows, Teen TV Shows",0.109
WWII in HD,World War II in Colour,TV Show,"British TV Shows, Docuseries, International TV Shows",0.168
WWII in HD,How to Be a Latin Lover,Movie,Comedies,0.159
WWII in HD,Greatest Events of WWII in Colour,TV Show,"British TV Shows, Docuseries, International TV Shows",0.132
WWII in HD,Shimmer Lake,Movie,"Dramas, Independent Movies, Thrillers",0.119
WWII in HD,Battlefield Recovery,TV Show,"British TV Shows, Docuseries, Reality TV",0.115
Battle Drone,The Debt Collector,Movie,Action & Adventure,0.121
Battle Drone,Larceny,Movie,Action & Adventure,0.105
Battle Drone,2036 Origin Unknown,Movie,Sci-Fi & Fantasy,0.092
Battle Drone,Alien Warfare,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.086
Battle Drone,Power Rangers Time Force,TV Show,Kids' TV,0.084
WWII: Report from the Aleutians,Let There Be Light,Movie,"Classic Movies, Documentaries",0.284
WWII: Report from the Aleutians,Undercover: How to Operate Behind Enemy Lines,Movie,"Classic Movies, Documentaries",0.247
WWII: Report from the Aleutians,San Pietro,Movie,"Classic Movies, Documentaries",0.209
WWII: Report from the Aleutians,The War: A Film by Ken Burns and Lynn Novick,TV Show,Docuseries,0.183
WWII: Report from the Aleutians,Elles étaient en guerre 1939-1945,Movie,"Documentaries, International Movies",0.14
Wyatt Cenac: Brooklyn,Chris Rock: Tamborine,Movie,Stand-Up Comedy,0.121
Wyatt Cenac: Brooklyn,Octonauts,TV Show,"British TV Shows, Kids' TV",0.101
Wyatt Cenac: Brooklyn,Octonauts & the Caves of Sac Actun,Movie,Children & Family Movies,0.098
Wyatt Cenac: Brooklyn,Blaze,Movie,"Dramas, Independent Movies, Music & Musicals",0.097
Wyatt Cenac: Brooklyn,Eddie Murphy: Raw,Movie,Stand-Up Comedy,0.096
Wyatt Earp,Wynonna Earp,TV Show,"International TV Shows, TV Action & Adventure, TV Dramas",0.113
Wyatt Earp,Bonnie and Clyde,Movie,"Action & Adventure, Classic Movies, Dramas",0.097
Wyatt Earp,"We, the Marines",Movie,"Documentaries, International Movies",0.092
Wyatt Earp,The Hurt Business,Movie,"Documentaries, Sports Movies",0.087
Wyatt Earp,Wu Assassins,TV Show,"TV Action & Adventure, TV Sci-Fi & Fantasy",0.085
Wynonna Earp,Wyatt Earp,Movie,Action & Adventure,0.113
Wynonna Earp,Designated Survivor,TV Show,"Crime TV Shows, TV Dramas, TV Thrillers",0.095
Wynonna Earp,Mean Girls 2,Movie,Comedies,0.094
Wynonna Earp,Wyatt Cenac: Brooklyn,Movie,Stand-Up Comedy,0.091
Wynonna Earp,Workin' Moms,TV Show,"International TV Shows, TV Comedies",0.087
X Large,Life's Speed Bump,Movie,"Comedies, International Movies",0.195
X Large,The Beach Loafer,Movie,"Comedies, International Movies",0.186
X Large,Flimflam,Movie,"Comedies, International Movies",0.184
X Large,Bewildered Bolbol,Movie,"Comedies, International Movies, Romantic Movies",0.167
X Large,Zaki Chan,Movie,"Comedies, International Movies, Romantic Movies",0.152
X: Past Is Present,Mumbai Delhi Mumbai,Movie,"Comedies, International Movies, Romantic Movies",0.134
X: Past Is Present,Saheb Bibi Golaam,Movie,"Dramas, International Movies",0.105
X: Past Is Present,Tanu Weds Manu,Movie,"Comedies, Dramas, International Movies",0.102
X: Past Is Present,Life of An Outcast,Movie,"Dramas, Independent Movies, International Movies",0.099
X: Past Is Present,Macchli Jal Ki Rani Hai,Movie,"Horror Movies, International Movies",0.098
XOXO,Chris D'Elia: Incorrigible,Movie,Stand-Up Comedy,0.149
XOXO,Chris D'Elia: Man on Fire,Movie,Stand-Up Comedy,0.142
XOXO,Chris D'Elia: No Pain,Movie,Stand-Up Comedy,0.138
XOXO,What We Started,Movie,"Documentaries, Music & Musicals",0.131
XOXO,Jem and the Holograms,Movie,"Dramas, Music & Musicals, Sci-Fi & Fantasy",0.113
XV: Beyond the Tryline,Antoine Griezmann: The Making of a Legend,Movie,"Documentaries, International Movies, Sports Movies",0.199
XV: Beyond the Tryline,The Perfect Day,Movie,"Documentaries, International Movies, Sports Movies",0.186
XV: Beyond the Tryline,Invictus,Movie,"Dramas, Sports Movies",0.152
XV: Beyond the Tryline,#Rucker50,Movie,"Documentaries, Sports Movies",0.136
XV: Beyond the Tryline,Speed Is My Need,Movie,"Documentaries, Sports Movies",0.124
XX,The Invitation,Movie,"Horror Movies, Independent Movies, Thrillers",0.155
XX,She's Out of My League,Movie,"Comedies, Romantic Movies",0.091
XX,Roxanne Roxanne,Movie,Dramas,0.091
XX,Fear Files... Har Mod Pe Darr,TV Show,"International TV Shows, TV Horror, TV Thrillers",0.089
XX,America's Book of Secrets,TV Show,Docuseries,0.084
XXx,XXX: State of the Union,Movie,Action & Adventure,0.109
XXx,Æon Flux,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.107
XXx,Lo and Behold: Reveries of the Connected World,Movie,Documentaries,0.101
XXx,Gone are the Days,Movie,Independent Movies,0.1
XXx,The Confession Tapes,TV Show,"Crime TV Shows, Docuseries",0.097
Battlefield Recovery,Churchill’s Secret Agents: The New Recruits,TV Show,"British TV Shows, International TV Shows, Reality TV",0.232
Battlefield Recovery,Greatest Events of WWII in Colour,TV Show,"British TV Shows, Docuseries, International TV Shows",0.231
Battlefield Recovery,World War II in Colour,TV Show,"British TV Shows, Docuseries, International TV Shows",0.211
Battlefield Recovery,Wartime Portraits,TV Show,"Docuseries, International TV Shows",0.205
Battlefield Recovery,The Alcàsser Murders,TV Show,"Crime TV Shows, Docuseries, International TV Shows",0.196
XXX: State of the Union,XXx,Movie,"Action & Adventure, Sports Movies",0.109
XXX: State of the Union,Spyder,Movie,"Action & Adventure, International Movies",0.106
XXX: State of the Union,What Happened to Monday,Movie,"Action & Adventure, Sci-Fi & Fantasy",0.093
XXX: State of the Union,The Polar Express,Movie,Children & Family Movies,0.091
XXX: State of the Union,Platoon,Movie,"Action & Adventure, Classic Movies, Dramas",0.089
Y Tu Mamá También,The House of Flowers,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Comedies",0.17
Y Tu Mamá También,ROMA,Movie,"Dramas, Independent Movies, International Movies",0.162
Y Tu Mamá También,Solo Con Tu Pareja,Movie,"Comedies, Independent Movies, International Movies",0.158
Y Tu Mamá También,Casa de mi Padre,Movie,Comedies,0.126
Y Tu Mamá También,The Tree of Blood,Movie,"Dramas, Independent Movies, International Movies",0.12
Y.M.I.: Yeh Mera India,Company,Movie,"Action & Adventure, Dramas, International Movies",0.133
Y.M.I.: Yeh Mera India,Paheli,Movie,"Dramas, International Movies, Romantic Movies",0.122
Y.M.I.: Yeh Mera India,Mumbai Matinee,Movie,"Comedies, International Movies, Romantic Movies",0.121
Y.M.I.: Yeh Mera India,Rivaaz,Movie,"Dramas, Independent Movies, International Movies",0.12
Y.M.I.: Yeh Mera India,Phir Se,Movie,"International Movies, Romantic Movies",0.12
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,ROMA,Movie,"Dramas, Independent Movies, International Movies",0.326
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,ROAD TO ROMA,Movie,"Documentaries, International Movies",0.318
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Five Came Back,TV Show,Docuseries,0.171
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Puss in Boots,Movie,"Children & Family Movies, Comedies",0.156
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Don't Be Afraid of the Dark,Movie,Horror Movies,0.155
Yaadein,Pardes,Movie,"Dramas, International Movies, Romantic Movies",0.212
Yaadein,Taal,Movie,"Dramas, International Movies, Music & Musicals",0.209
Yaadein,Trimurti,Movie,"Action & Adventure, Dramas, International Movies",0.203
Yaadein,Bewafaa,Movie,"Dramas, International Movies, Romantic Movies",0.194
Yaadein,Krishna Cottage,Movie,"Action & Adventure, Horror Movies, International Movies",0.187
Yaar Gaddar,Deewana Main Deewana,Movie,"Comedies, Dramas, International Movies",0.221
Yaar Gaddar,Qila,Movie,"Dramas, International Movies",0.209
Yaar Gaddar,Mujrim,Movie,"Action & Adventure, Dramas, International Movies",0.196
Yaar Gaddar,Jaal,Movie,"Action & Adventure, International Movies",0.175
Yaar Gaddar,Aashik Awara,Movie,"Dramas, International Movies, Music & Musicals",0.172
Yaara O Dildaara,Haani,Movie,"Dramas, International Movies, Music & Musicals",0.178
Yaara O Dildaara,Jatts in Golmaal,Movie,"Comedies, International Movies, Music & Musicals",0.175
Yaara O Dildaara,Jatt James Bond,Movie,"Comedies, Dramas, International Movies",0.175
Yaara O Dildaara,Darra,Movie,"Dramas, International Movies",0.153
Yaara O Dildaara,Saadey CM Saab,Movie,"Comedies, Dramas, International Movies",0.152
Yamla Pagla Deewana 2,Kyaa Kool Hai Hum,Movie,"Comedies, International Movies, Music & Musicals",0.202
Yamla Pagla Deewana 2,Singh Saab the Great,Movie,"Action & Adventure, Dramas, International Movies",0.169
Yamla Pagla Deewana 2,Mahabharat,Movie,"Action & Adventure, Dramas, International Movies",0.166
Yamla Pagla Deewana 2,The Shaukeens,Movie,"Comedies, International Movies, Music & Musicals",0.163
Yamla Pagla Deewana 2,Barsaat,Movie,"Action & Adventure, International Movies, Music & Musicals",0.159
Yanda Kartavya Aahe,Irada Pakka,Movie,"Comedies, Dramas, International Movies",0.224
Yanda Kartavya Aahe,Kanika,Movie,"Horror Movies, International Movies, Thrillers",0.101
Yanda Kartavya Aahe,Fire in the Blood,Movie,"Documentaries, International Movies",0.097
Yanda Kartavya Aahe,Ishqedarriyaan,Movie,"Dramas, International Movies, Romantic Movies",0.09
Yanda Kartavya Aahe,Revolutionary Love,TV Show,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.085
Yankee,El Vato,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Comedies",0.248
Yankee,El Dragón: Return of a Warrior,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.203
Yankee,Teresa,TV Show,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.195
Yankee,El Cartel,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.193
Yankee,El señor de los Cielos,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.191
1st Summoning,Discovering Bigfoot,Movie,Documentaries,0.082
1st Summoning,The Ivory Game,Movie,Documentaries,0.081
1st Summoning,Sleeping with Other People,Movie,"Comedies, Dramas, Independent Movies",0.08
1st Summoning,Haunters: The Art of the Scare,Movie,"Documentaries, Horror Movies",0.079
1st Summoning,Spenser Confidential,Movie,"Action & Adventure, Comedies",0.074
Battlefish,The Big Catch,TV Show,"British TV Shows, Reality TV",0.211
Battlefish,Babies,TV Show,"Docuseries, Science & Nature TV",0.193
Battlefish,Border Patrol,TV Show,Reality TV,0.184
Battlefish,"Rica, Famosa, Latina",TV Show,"International TV Shows, Reality TV, Spanish-Language TV Shows",0.182
Battlefish,Tiny Creatures,TV Show,"Docuseries, Science & Nature TV, TV Action & Adventure",0.174
Yanxi Palace: Princess Adventures,Westside Story,TV Show,"International TV Shows, Romantic TV Shows, TV Action & Adventure",0.223
Yanxi Palace: Princess Adventures,KO One Return,TV Show,"International TV Shows, TV Comedies, TV Dramas",0.208
Yanxi Palace: Princess Adventures,The Untamed,TV Show,"International TV Shows, TV Action & Adventure, TV Mysteries",0.207
Yanxi Palace: Princess Adventures,K.O. One Re-act,TV Show,"International TV Shows, TV Comedies, TV Dramas",0.188
Yanxi Palace: Princess Adventures,Déjà Vu,TV Show,"International TV Shows, Romantic TV Shows, TV Dramas",0.187
يوم الدين,اشتباك,Movie,"Dramas, Independent Movies, International Movies",0.176
يوم الدين,The Thief and the Imbecile,Movie,"Dramas, International Movies",0.167
يوم الدين,Sorry To Disturb,Movie,"Dramas, International Movies",0.155
يوم الدين,Abdo Mota,Movie,"Action & Adventure, Dramas, International Movies",0.147
يوم الدين,Destiny,Movie,"Dramas, International Movies",0.146
Yeh Ballet,Teen Aur Aadha,Movie,"Dramas, Independent Movies, International Movies",0.109
Yeh Ballet,Ringan,Movie,"Dramas, International Movies",0.1
